undefinedDate,Fermenter Sample ID,Fermenter Sample %Solids,Fermenter Sample HPLC Ethanol
2012-05-17 17:20:00,32H,17.76,11.09
2012-05-17 17:30:00,18H,25.07,6.35
2012-05-17 18:00:00,BW,0,13.41
2012-05-17 22:10:00,DROP,11.55,13.41
2012-05-17 23:42:00,10H,31.12,1.61
2012-05-18 03:30:00,Fill,33.02,0.15
2012-05-18 03:40:00,YP Drop,21.71,1.59
2012-05-18 06:20:00,45H,12.62,13.34
2012-05-18 07:30:00,32H,15.63,11.25
2012-05-18 07:42:00,18H,23.62,6.06
2012-05-18 07:50:00,BW,0,13.24
2012-05-18 12:10:00,DROP,12.82,13.42
2012-05-18 13:30:00,10H,29.38,1.98
2012-05-18 17:15:00,Fill,31.45,0.13
2012-05-18 18:00:00,YP Drop,22.71,1.15
2012-05-18 20:30:00,45H,13.05,13.35
2012-05-18 21:30:00,18H,22.98,6.3
2012-05-18 21:42:00,32H,14.57,11.48
2012-05-19 01:50:00,DROP,12.33,13.41
2012-05-19 03:55:00,10H,30.12,1.46
2012-05-19 07:45:00,Fill,32.82,0.17
2012-05-19 07:55:00,YP Drop,21.58,1.19
2012-05-19 10:42:00,45H,12.49,13.22
2012-05-19 11:30:00,32H,13.93,11.86
2012-05-19 11:48:00,BW,0,13.22
2012-05-19 11:55:00,18H,23.54,6.16
2012-05-19 15:24:00,DROP,12.39,13.18
2012-05-19 17:45:00,10H,30.96,1.48
2012-05-19 21:35:00,Fill,32.33,0.15
2012-05-19 21:50:00,YP Drop,21.8,1.83
2012-05-20 00:30:00,45H,12.47,12.86
2012-05-20 01:40:00,BW,0,12.98
2012-05-20 01:45:00,18H,24.77,5.69
2012-05-20 01:55:00,32H,16.95,10.62
2012-05-20 05:40:00,DROP,12.43,12.91
2012-05-20 07:20:00,10H,28.82,2.17
2012-05-20 11:36:00,Fill,32.2,0.18
2012-05-20 11:47:00,YP Drop,20.81,1.38
2012-05-20 14:55:00,45H,12.44,13.19
2012-05-20 15:00:00,BW,0,12.84
2012-05-20 15:20:00,18H,20.92,6.73
2012-05-20 15:45:00,32H,15.71,11.32
2012-05-20 19:20:00,DROP,12.48,13.25
2012-05-20 21:36:00,10H,29.45,1.87
2012-05-21 01:50:00,Fill,32.03,0.19
2012-05-21 04:45:00,45H,12.49,13.18
2012-05-21 05:15:00,BW,0,12.94
2012-05-21 05:20:00,32H,13.76,11.79
2012-05-21 05:36:00,18H,23.03,6.19
2012-05-21 09:00:00,DROP,11.62,13.21
2012-05-21 11:40:00,10H,29,2.14
2012-05-21 15:40:00,Fill,32.29,0.16
2012-05-21 18:20:00,45H,10.79,12.85
2012-05-21 18:50:00,BW,0,13.1
2012-05-21 19:36:00,32H,13.2,11.71
2012-05-21 19:40:00,18H,23.03,6.38
2012-05-21 22:40:00,DROP,12.08,12.94
2012-05-22 01:35:00,10H,28.4,2.09
2012-05-22 05:35:00,Fill,33.25,0.16
2012-05-22 08:20:00,BW,0,12.82
2012-05-22 08:36:00,45H,11.82,12.84
2012-05-22 09:35:00,18H,22.96,6.48
2012-05-22 09:40:00,32H,16.41,10.26
2012-05-22 12:30:00,DROP,11.02,12.84
2012-05-22 15:25:00,10H,29.75,1.82
2012-05-22 18:45:00,Fill,22.22,0.15
2012-05-22 19:10:00,YP Drop,32.22,1.47
2012-05-22 22:40:00,45H,13.02,12.55
2012-05-22 22:45:00,BW,0,12.77
2012-05-22 23:25:00,18H,23.21,6.87
2012-05-22 23:35:00,32H,15.65,11.23
2012-05-23 03:40:00,DROP,11.67,12.98
2012-05-23 05:00:00,10H,30.56,1.85
2012-05-23 08:30:00,Fill,32.95,0.19
2012-05-23 09:00:00,YP Drop,21.8,1.32
2012-05-23 12:35:00,45H,11.85,13.11
2012-05-23 12:40:00,BW,0,12.74
2012-05-23 13:00:00,18H,23.72,6.2
2012-05-23 13:25:00,32H,15.66,11.13
2012-05-23 17:10:00,DROP,12.37,13.17
2012-05-23 18:55:00,10H,29.82,1.88
2012-05-23 22:18:00,Fill,32.13,0.16
2012-05-23 22:28:00,YP Drop,20.2,1.33
2012-05-24 01:30:00,BW,0,12.93
2012-05-24 02:25:00,45H,12.98,13.38
2012-05-24 02:55:00,18H,23.73,6.2
2012-05-24 03:00:00,32H,15.72,11.32
2012-05-24 07:15:00,DROP,12.16,13.38
2012-05-24 08:18:00,10H,28.95,1.77
2012-05-24 12:00:00,Fill,31.74,0.16
2012-05-24 16:00:00,45H,11.24,13.42
2012-05-24 16:18:00,18H,22.79,6.21
2012-05-24 16:55:00,32H,17.24,10.33
2012-05-24 17:00:00,BW,0,12.93
2012-05-24 20:50:00,DROP,12.5,13.48
2012-05-24 22:25:00,10H,29.66,1.85
2012-05-25 02:10:00,Fill,33.27,0.18
2012-05-25 02:20:00,YP Drop,21.48,1.57
2012-05-25 05:55:00,45H,13.3,12.77
2012-05-25 06:18:00,32H,15.94,10.57
2012-05-25 06:25:00,18H,23.65,6.21
2012-05-25 06:30:00,BW,0,13.25
2012-05-25 10:45:00,DROP,11.67,13.36
2012-05-25 12:10:00,10H,29.95,2.21
2012-05-25 15:55:00,YP Drop,21.67,1.56
2012-05-25 16:05:00,Fill,32.83,0.18
2012-05-25 19:18:00,45H,12.32,12.81
2012-05-25 19:35:00,BW,0,13.26
2012-05-25 20:10:00,18H,22.91,6.47
2012-05-25 20:25:00,32H,14.99,11.23
2012-05-26 00:15:00,DROP,11.43,13.05
2012-05-26 01:50:00,10H,29.31,2.05
2012-05-26 05:30:00,Fill,33.25,0.18
2012-05-26 05:40:00,YP Drop,21.78,1.63
2012-05-26 09:25:00,45H,12.39,13.13
2012-05-26 09:40:00,BW,0,13.56
2012-05-26 09:50:00,18H,23.49,6.23
2012-05-26 10:10:00,32H,14.19,10.65
2012-05-26 14:00:00,DROP,12.2,13.17
2012-05-26 15:30:00,10H,30.59,1.98
2012-05-26 19:15:00,Fill,32.87,0.17
2012-05-26 23:10:00,45H,12.52,13.11
2012-05-26 23:30:00,18H,23.25,6.4
2012-05-26 23:50:00,32H,15.53,10.8
2012-05-27 03:55:00,DROP,11.47,13.3
2012-05-27 05:15:00,10H,30.34,1.73
2012-05-27 08:45:00,Fill,35.54,0.18
2012-05-27 12:50:00,45H,11.95,13.22
2012-05-27 13:15:00,18H,23.08,6.44
2012-05-27 13:30:00,32H,16.21,10.92
2012-05-27 17:40:00,DROP,11.99,13.34
2012-05-27 18:40:00,10H,29.8,1.92
2012-05-27 22:15:00,Fill,32.76,0.19
2012-05-27 22:20:00,YP Drop,20.82,1.94
2012-05-28 01:00:00,BW,0,13.17
2012-05-28 02:30:00,45H,12.18,13.33
2012-05-28 02:40:00,18H,23.52,6.22
2012-05-28 03:15:00,32H,16.08,11.46
2012-05-28 07:45:00,DROP,12.33,13.38
2012-05-28 08:15:00,10H,28.98,2.72
2012-05-28 12:05:00,Fill,31.97,0.2
2012-05-28 12:15:00,YP Drop,20.48,1.84
2012-05-28 16:15:00,18H,23.33,6.4
2012-05-28 16:40:00,32H,16.08,11.4
2012-05-28 17:30:00,BW,0,13.16
2012-05-28 21:00:00,DROP,12.24,13.36
2012-05-28 22:15:00,10H,30.17,1.97
2012-05-29 00:00:00,BW,0,13.14
2012-05-29 01:50:00,Fill,32.88,0.19
2012-05-29 02:00:00,YP Drop,21.57,1.68
2012-05-29 05:40:00,45H,11.89,13.24
2012-05-29 06:15:00,32H,16.65,10.68
2012-05-29 10:40:00,DROP,11.67,13.29
2012-05-29 11:50:00,10H,29.53,1.89
2012-05-29 15:39:00,Fill,32.66,0.18
2012-05-29 15:49:00,YP Drop,21.61,1.16
2012-05-29 19:15:00,45H,13,12.82
2012-05-29 19:50:00,18H,23.27,0.26
2012-05-29 20:15:00,32H,15.18,11.4
2012-05-29 20:30:00,BW,0,13.14
2012-05-30 00:20:00,DROP,10.9,13.25
2012-05-30 01:39:00,10H,20.65,1.52
2012-05-30 05:40:00,Fill,32.93,0.17
2012-05-30 08:50:00,Fill,33.66,0.18
2012-05-30 09:00:00,YP Drop,21.89,1.47
2012-05-30 09:15:00,45H,12.15,13.24
2012-05-30 09:39:00,18H,23.05,6.03
2012-05-30 09:50:00,32H,15.64,10.61
2012-05-30 10:30:00,BW,0,0
2012-05-30 14:40:00,DROP,11.75,13.28
2012-05-30 15:30:00,10H,29.5,2.01
2012-05-30 19:20:00,Fill,33.3,0.18
2012-05-30 22:50:00,45H,11.64,13.18
2012-05-30 23:30:00,18H,22.24,6.36
2012-05-30 23:39:00,32H,15.29,11.28
2012-05-31 00:05:00,BW,0,13.1
2012-05-31 04:30:00,DROP,11.65,13.35
2012-05-31 05:15:00,10H,30.66,1.51
2012-05-31 12:39:00,45H,21.89,13.14
2012-05-31 13:15:00,18H,22.97,6.15
2012-05-31 13:25:00,BW,0,13.11
2012-05-31 13:30:00,32H,15.88,10.61
2012-05-31 17:30:00,DROP,12.13,13.17
2012-05-31 19:00:00,10H,29.91,1.96
2012-05-31 23:05:00,YP Drop,20.01,1.45
2012-05-31 23:15:00,Fill,33.32,0.18
2012-06-01 02:30:00,45H,12.12,13.2
2012-06-01 03:00:00,18H,22.33,6.41
2012-06-01 03:15:00,32H,16.21,11.2
2012-06-01 03:40:00,BW,0,13.1
2012-06-01 07:45:00,DROP,11.86,13.26
2012-06-01 09:00:00,10H,30.33,1.77
2012-06-01 12:30:00,YP Drop,21.9,1.51
2012-06-01 12:40:00,Fill,32.64,0.18
2012-06-01 16:15:00,45H,11.61,13.36
2012-06-01 17:00:00,18H,23.94,6.03
2012-06-01 17:35:00,BW,0,13.04
2012-06-01 21:45:00,DROP,11.79,13.34
2012-06-01 22:25:00,10H,29.17,2.22
2012-06-02 02:00:00,Fill,31.78,0.19
2012-06-02 02:15:00,YP Drop,21.13,1.26
2012-06-02 06:00:00,45H,11.61,13.21
2012-06-02 06:25:00,18H,20.86,6.13
2012-06-02 07:00:00,32H,15.16,11.27
2012-06-02 07:10:00,BW,0,13.17
2012-06-02 11:10:00,DROP,11.83,13.23
2012-06-02 12:07:00,10H,29.73,1.6
2012-06-02 15:55:00,Fill,32.42,0.16
2012-06-02 20:00:00,45H,12.23,13.38
2012-06-02 20:07:00,18H,22.73,6.17
2012-06-02 20:25:00,32H,15.56,10.78
2012-06-02 22:40:00,BW,0,12.8
2012-06-03 01:40:00,10H,20.35,2.28
2012-06-03 03:09:00,DROP,12.04,13.41
2012-06-03 05:45:00,Fill,32.22,0.2
2012-06-03 09:25:00,45H,11.88,13.14
2012-06-03 09:40:00,18H,22.5,6.22
2012-06-03 10:07:00,32H,15.68,11.15
2012-06-03 12:20:00,BW,0,13.01
2012-06-03 16:30:00,DROP,12.24,13.24
2012-06-03 16:35:00,10H,30.48,1.9
2012-06-03 20:58:00,Fill,32.39,0.18
2012-06-03 23:07:00,45H,12.55,13.16
2012-06-03 23:40:00,32H,14.29,11.29
2012-06-04 00:35:00,18H,22.92,6.12
2012-06-04 03:10:00,BW,0,12.92
2012-06-04 06:25:00,DROP,10.17,13.26
2012-06-04 06:48:00,10H,29.37,2.22
2012-06-04 10:55:00,YP Drop,20.9,1.77
2012-06-04 11:05:00,Fill,32.7,0.19
2012-06-04 12:40:00,45H,12.31,13
2012-06-04 14:35:00,32H,15.34,11.52
2012-06-04 14:48:00,18H,22.64,6.42
2012-06-04 16:25:00,BW,0,12.83
2012-06-04 20:40:00,DROP,11.55,13.14
2012-06-04 20:50:00,10H,29.43,1.87
2012-06-05 01:05:00,Fill,32.21,0.16
2012-06-05 03:35:00,45H,12.15,13.11
2012-06-05 04:48:00,32H,15.5,11.12
2012-06-05 04:50:00,18H,22.96,6.5
2012-06-05 07:10:00,BW,0,12.9
2012-06-05 10:40:00,DROP,11.69,13.27
2012-06-05 11:05:00,10H,28.63,2.18
2012-06-05 15:05:00,Fill,36.37,0.16
2012-06-05 17:48:00,45H,12.42,13.23
2012-06-05 18:50:00,32H,15.22,11.56
2012-06-05 19:00:00,BW,0,13.02
2012-06-05 19:05:00,18H,23.01,6.41
2012-06-06 00:15:00,DROP,12.64,13.25
2012-06-06 01:00:00,10H,29.43,2.01
2012-06-06 04:50:00,Fill,32.58,0.17
2012-06-06 05:05:00,YP Drop,21.14,1.46
2012-06-06 07:50:00,45H,11.2,13.12
2012-06-06 09:00:00,18H,22.83,6.54
2012-06-06 09:05:00,32H,14.71,11.61
2012-06-06 10:30:00,BW,0,12.95
2012-06-06 14:30:00,DROP,11.75,13.15
2012-06-06 14:55:00,10H,29.6,1.98
2012-06-06 18:50:00,Fill,32.9,0.18
2012-06-06 22:05:00,45H,11.83,13.11
2012-06-06 22:55:00,18H,14.47,6.03
2012-06-06 23:00:00,32H,15.35,11.28
2012-06-06 23:30:00,BW,0,0
2012-06-07 04:00:00,DROP,11.25,13.18
2012-06-07 04:50:00,10H,30.48,1.58
2012-06-07 08:50:00,Fill,33.1,0.17
2012-06-07 09:05:00,YP Drop,21.19,1.69
2012-06-07 12:00:00,45H,12.05,13.22
2012-06-07 12:50:00,18H,23.27,6.44
2012-06-07 12:55:00,32H,16.14,10.1
2012-06-07 16:00:00,BW,0,12.91
2012-06-07 18:30:00,DROP,11.76,13.26
2012-06-07 18:40:00,10H,30.23,1.73
2012-06-07 22:45:00,YP Drop,21.89,1.52
2012-06-07 22:55:00,Fill,32.79,0.15
2012-06-08 01:55:00,45H,13,13.11
2012-06-08 02:40:00,18H,23.57,6.04
2012-06-08 02:50:00,32H,15.77,11.22
2012-06-08 04:45:00,BW,0,13.03
2012-06-08 08:25:00,DROP,12.07,13.52
2012-06-08 09:05:00,10H,30.26,2.05
2012-06-08 13:05:00,Fill,32.97,0.2
2012-06-08 15:50:00,45H,12,0
2012-06-08 16:40:00,32H,0,0
2012-06-08 17:05:00,18H,0,0
2012-06-08 23:05:00,10H,26.9,3.2
2012-06-09 02:08:00,DROP,12.6,13.44
2012-06-09 05:40:00,45H,12.69,13.23
2012-06-09 06:30:00,Fill,33.47,0.21
2012-06-09 06:40:00,YP Drop,19.95,0
2012-06-09 07:05:00,18H,23.29,5.7
2012-06-09 11:15:00,BW,0,13.09
2012-06-09 15:35:00,DROP,10.86,13.54
2012-06-09 16:30:00,10H,29.7,1.76
2012-06-09 20:05:00,42H,11.49,13.48
2012-06-09 20:30:00,Fill,32.85,0.18
2012-06-09 21:05:00,32H,16.79,10.53
2012-06-10 00:00:00,58H,0,13.2
2012-06-10 00:30:00,18H,23.91,6.45
2012-06-10 05:40:00,DROP,12.16,13.5
2012-06-10 06:20:00,10H,28.91,2.44
2012-06-10 10:05:00,45H,11.69,13.06
2012-06-10 10:10:00,Fill,32.55,0.18
2012-06-10 10:20:00,YP Drop,20.83,1.51
2012-06-10 14:20:00,18H,22.47,6.51
2012-06-10 14:30:00,32H,16.4,10.93
2012-06-10 14:50:00,BW,0,13.32
2012-06-10 20:00:00,DROP,10.61,13.32
2012-06-10 20:10:00,10H,29.29,2.01
2012-06-11 00:10:00,Fill,32.36,0.18
2012-06-11 03:30:00,45H,12.01,13.39
2012-06-11 04:10:00,18H,23.15,6.5
2012-06-11 04:20:00,32H,15.47,11.36
2012-06-11 05:30:00,BW,0,13071
2012-06-11 09:50:00,DROP,11.08,13.55
2012-06-11 10:05:00,10H,27.38,2.12
2012-06-11 14:20:00,Fill,32.16,0.17
2012-06-11 17:20:00,45H,12.69,13.44
2012-06-11 18:05:00,18H,22.21,6.31
2012-06-11 18:10:00,32H,16.11,11.05
2012-06-11 20:15:00,BW,0,13.25
2012-06-11 23:30:00,DROP,11.85,13.45
2012-06-12 00:10:00,10H,29.33,1.91
2012-06-12 04:15:00,Fill,32.84,0.17
2012-06-12 04:25:00,YP Drop,20.77,1.77
2012-06-12 07:10:00,45H,0,0
2012-06-12 08:05:00,32H,16.39,10.33
2012-06-12 08:10:00,18H,22.31,6.65
2012-06-12 09:00:00,BW,0,13.11
2012-06-12 13:05:00,DROP,11.14,13.29
2012-06-12 14:15:00,10H,29.58,1.95
2012-06-12 19:33:00,Fill,32.99,0.12
2012-06-12 19:45:00,YP Drop,20.76,1.38
2012-06-12 21:05:00,45H,12.72,12.32
2012-06-12 22:10:00,32H,14.99,10.64
2012-06-12 22:15:00,18H,23.15,6.4
2012-06-12 23:10:00,BW,0,13.14
2012-06-13 03:10:00,DROP,11.36,12.84
2012-06-13 05:33:00,10H,28.96,1.91
2012-06-13 09:22:00,Fill,31.84,0.16
2012-06-13 09:30:00,YP Drop,21.26,1.57
2012-06-13 11:10:00,45H,10.35,12.87
2012-06-13 12:15:00,32H,16.34,11.24
2012-06-13 13:00:00,BW,0,12.82
2012-06-13 13:33:00,18H,23.02,6.43
2012-06-13 17:35:00,DROP,12.37,13.11
2012-06-13 19:30:00,10H,29.28,2.23
2012-06-13 23:10:00,Fill,32.42,0.18
2012-06-13 23:20:00,YP Drop,20.29,1.68
2012-06-14 01:15:00,45H,11.84,13.27
2012-06-14 03:30:00,18H,22.61,6.46
2012-06-14 03:33:00,32H,14.53,11.48
2012-06-14 07:30:00,DROP,11.51,13.33
2012-06-14 09:10:00,10H,30.06,1.83
2012-06-14 13:00:00,Fill,32.51,0.2
2012-06-14 13:10:00,YP Drop,19.01,1.67
2012-06-14 16:33:00,45H,11.84,13.24
2012-06-14 17:00:00,BW,0,13.16
2012-06-14 17:10:00,18H,22.44,6.56
2012-06-14 17:30:00,32H,16.47,10.89
2012-06-14 21:05:00,DROP,11.21,13.3
2012-06-14 23:00:00,10H,29.29,1.9
2012-06-15 02:55:00,Fill,32.41,0.17
2012-06-15 06:30:00,45H,8.75,11.72
2012-06-15 07:00:00,18H,22.92,6.18
2012-06-15 07:10:00,32H,13.32,0
2012-06-15 11:40:00,DROP,11.78,13.38
2012-06-15 12:45:00,10H,28.57,2.24
2012-06-15 17:15:00,Fill,32.42,0.16
2012-06-15 20:10:00,45H,12.07,13.15
2012-06-15 20:30:00,BW,0,13.01
2012-06-15 20:45:00,18H,23.26,6.21
2012-06-15 21:00:00,32H,14.84,11.25
2012-06-15 21:30:00,BW,0,13.02
2012-06-16 01:25:00,DROP,10.76,13.22
2012-06-16 03:10:00,10H,28.99,2.1
2012-06-16 06:48:00,Fill,32.06,0.17
2012-06-16 06:58:00,YP Drop,20.47,1.53
2012-06-16 10:00:00,45H,11.69,13.19
2012-06-16 10:45:00,32H,14.57,11.73
2012-06-16 11:10:00,18H,22.59,6.42
2012-06-16 11:30:00,BW,0,13.02
2012-06-16 15:40:00,DROP,11.93,13.23
2012-06-16 16:50:00,10H,29.6,1.72
2012-06-16 20:50:00,Fill,32.81,0.17
2012-06-16 23:45:00,45H,11.63,13.09
2012-06-17 00:50:00,18H,22.84,6.5
2012-06-17 01:00:00,BW,0,12.9
2012-06-17 01:10:00,32H,13.41,11.36
2012-06-17 04:30:00,DROP,12.27,13.24
2012-06-17 06:30:00,10H,29.3,2.09
2012-06-17 09:15:00,Fill,32.89,0.16
2012-06-17 10:20:00,YP Drop,20.4,1.34
2012-06-17 14:10:00,45H,11.68,13.15
2012-06-17 14:30:00,18H,23.05,6.46
2012-06-17 14:50:00,32H,15.39,11.12
2012-06-17 17:27:00,BW,0,13.02
2012-06-17 19:00:00,DROP,11.4,13.22
2012-06-17 20:10:00,10H,30.08,1.72
2012-06-17 23:40:00,Fill,32.82,0.17
2012-06-17 23:50:00,YP Drop,21.69,1.27
2012-06-18 03:50:00,45H,11.2,13.2
2012-06-18 04:10:00,18H,23.58,6.18
2012-06-18 04:30:00,32H,15.33,11.18
2012-06-18 09:15:00,DROP,11.53,13.23
2012-06-18 09:55:00,10H,29.72,1.76
2012-06-18 13:35:00,Fill,32.59,0.16
2012-06-18 13:45:00,YP Drop,20.65,1.58
2012-06-18 17:30:00,45H,11.71,13.38
2012-06-18 17:55:00,18H,24.15,5.75
2012-06-18 18:10:00,32H,15.59,11.09
2012-06-18 20:00:00,BW,0,13.04
2012-06-18 23:15:00,DROP,12.03,13.43
2012-06-18 23:35:00,10H,29.69,1.75
2012-06-19 03:25:00,Fill,32.66,0.18
2012-06-19 03:35:00,YP Drop,20.92,1.51
2012-06-19 07:10:00,45H,11.45,13.35
2012-06-19 07:35:00,18H,22.46,5.94
2012-06-19 07:55:00,32H,16.44,10.92
2012-06-19 09:00:00,BW,0,13.15
2012-06-19 13:15:00,DROP,11.36,13.38
2012-06-19 13:28:00,10H,28.97,1.75
2012-06-19 17:45:00,Fill,32.19,0.18
2012-06-19 20:55:00,45H,12.41,13.47
2012-06-19 21:28:00,18H,21.09,6.29
2012-06-19 21:35:00,32H,16.04,11.34
2012-06-19 23:00:00,BW,0,13.2
2012-06-20 03:00:00,DROP,12.07,13.52
2012-06-20 03:35:00,10H,28.57,1.79
2012-06-20 07:35:00,Fill,32.34,0.17
2012-06-20 07:40:00,YP Drop,20.8,1.73
2012-06-20 10:35:00,45H,11.44,13.31
2012-06-20 11:28:00,32H,16.13,10.72
2012-06-20 11:35:00,18H,23.46,6.13
2012-06-20 12:45:00,BW,0,13.2
2012-06-20 16:50:00,DROP,12.39,13.38
2012-06-20 17:40:00,10H,28.63,2.08
2012-06-20 21:45:00,Fill,32.67,0.17
2012-06-21 00:28:00,45H,11.41,13.07
2012-06-21 01:35:00,32H,15.33,10.93
2012-06-21 01:40:00,18H,22.61,6.41
2012-06-21 03:00:00,BW,0,13.21
2012-06-21 06:30:00,DROP,10.71,13.18
2012-06-21 07:35:00,10H,30.31,1.42
2012-06-21 11:25:00,Fill,32.59,0.16
2012-06-21 11:45:00,YP Drop,21.36,1.4
2012-06-21 14:10:00,BW,0,12.97
2012-06-21 14:35:00,45H,1.43,13.01
2012-06-21 15:35:00,18H,22.57,6.14
2012-06-21 15:40:00,32H,16.21,10.67
2012-06-21 21:00:00,DROP,11.9,13.13
2012-06-21 21:25:00,10H,29.37,1.97
2012-06-22 01:30:00,Fill,32.47,0.18
2012-06-22 01:36:00,YP Drop,20.33,1.32
2012-06-22 04:40:00,45H,11.86,13.15
2012-06-22 05:25:00,18H,23,6.27
2012-06-22 05:35:00,32H,17.02,10.6
2012-06-22 07:30:00,BW,0,12.98
2012-06-22 11:00:00,DROP,11.7,13.28
2012-06-22 11:26:00,10H,29.8,2.1
2012-06-22 15:40:00,Fill,32.31,0.17
2012-06-22 18:35:00,45H,12.25,13.09
2012-06-22 19:25:00,32H,15.15,11.07
2012-06-22 19:26:00,18H,22.4,6.53
2012-06-22 20:40:00,BW,0,12.99
2012-06-23 00:40:00,DROP,11.43,13.27
2012-06-23 01:30:00,10H,29.24,1.82
2012-06-23 05:00:00,Fill,32.2,0.17
2012-06-23 05:25:00,YP Drop,21.65,1.61
2012-06-23 08:25:00,45H,11.33,13.1
2012-06-23 09:26:00,32H,14.59,11.38
2012-06-23 09:30:00,18H,23.07,6.41
2012-06-23 10:20:00,BW,0,13.09
2012-06-23 14:20:00,DROP,11.57,13.16
2012-06-23 15:25:00,10H,30.87,1.68
2012-06-23 19:10:00,Fill,32.12,0.18
2012-06-23 22:26:00,45H,11.63,13.05
2012-06-23 23:25:00,18H,23.38,6.45
2012-06-23 23:30:00,32H,14.72,11.17
2012-06-24 00:20:00,BW,0,13.05
2012-06-24 03:10:00,BW,0,12.99
2012-06-24 04:40:00,DROP,11.35,13.12
2012-06-24 05:15:00,10H,29.76,1.77
2012-06-24 09:14:00,Fill,33.1,0.16
2012-06-24 12:30:00,45H,11.72,13.17
2012-06-24 13:15:00,18H,22.96,6.39
2012-06-24 13:25:00,32H,15.47,11.61
2012-06-24 14:50:00,BW,0,12.99
2012-06-24 18:30:00,DROP,11.43,13.27
2012-06-24 19:07:00,10H,29.34,1.79
2012-06-24 22:55:00,Fill,32.91,0.17
2012-06-24 23:00:00,YP Drop,20.96,1.74
2012-06-25 02:25:00,45H,12.29,13.27
2012-06-25 03:07:00,18H,23.65,6.33
2012-06-25 03:15:00,32H,15.73,11.36
2012-06-25 08:33:00,DROP,11.64,13.34
2012-06-25 08:55:00,10H,29.16,2.12
2012-06-25 12:47:00,Fill,32.69,0.17
2012-06-25 12:57:00,YP Drop,21.78,1.2
2012-06-25 16:15:00,45H,12.59,13.42
2012-06-25 16:55:00,18H,23.3,6.41
2012-06-25 17:07:00,32H,15.52,11.54
2012-06-25 18:00:00,BW,0,13.14
2012-06-25 22:05:00,DROP,11.96,13.48
2012-06-25 22:47:00,10H,30.51,1.44
2012-06-26 02:45:00,Fill,33.15,0.16
2012-06-26 06:07:00,45H,12.53,13.32
2012-06-26 06:47:00,18H,24.62,5.94
2012-06-26 06:55:00,32H,15.36,11.51
2012-06-26 08:00:00,BW,0,13.22
2012-06-26 12:25:00,DROP,11.84,13.44
2012-06-26 12:35:00,10H,29.99,1.82
2012-06-26 16:35:00,Fill,32.62,0.17
2012-06-26 19:55:00,45H,12.63,13.36
2012-06-26 20:35:00,18H,23.67,6.21
2012-06-26 20:47:00,32H,16.27,11.23
2012-06-26 23:00:00,BW,0,13.25
2012-06-27 02:20:00,DROP,11.95,13.39
2012-06-27 02:35:00,10H,29.61,2.14
2012-06-27 03:08:00,BW,0,13.14
2012-06-27 06:37:00,Fill,32.72,0.18
2012-06-27 06:48:00,YP Drop,21.2,1.4
2012-06-27 09:47:00,45H,11.78,13.25
2012-06-27 10:35:00,32H,15.26,11.5
2012-06-27 16:10:00,DROP,11.79,13.39
2012-06-27 16:50:00,10H,29.6,1.93
2012-06-27 20:35:00,Fill,32.6,0.17
2012-06-27 20:40:00,YP Drop,21.45,1.34
2012-06-27 23:35:00,45H,12.51,13.33
2012-06-28 00:35:00,32H,13.21,11.97
2012-06-28 00:50:00,18H,21.91,6.36
2012-06-28 01:30:00,BW,0,13.23
2012-06-28 05:55:00,DROP,0,0
2012-06-28 06:30:00,10H,29,1.99
2012-06-28 10:10:00,Fill,32.94,0.16
2012-06-28 10:20:00,YP Drop,20.59,1.38
2012-06-28 13:35:00,45H,12.09,13.3
2012-06-28 14:30:00,18H,23.94,6.06
2012-06-28 14:50:00,32H,14.18,11.46
2012-06-28 16:50:00,BW,0,13.13
2012-06-28 20:10:00,DROP,12.62,13.41
2012-06-28 20:25:00,10H,29.75,1.83
2012-06-29 00:30:00,Fill,33.08,0.18
2012-06-29 03:50:00,45H,12.03,13.33
2012-06-29 04:25:00,18H,23.4,6.33
2012-06-29 04:30:00,32H,16.01,11.33
2012-06-29 05:40:00,BW,0,13.23
2012-06-29 10:00:00,DROP,12.42,13.38
2012-06-29 10:25:00,10H,30.8,1.93
2012-06-29 14:25:00,Fill,32.87,0.17
2012-06-29 17:30:00,45H,12.45,13.35
2012-06-29 18:25:00,32H,14.22,11.51
2012-06-29 19:55:00,BW,0,13.11
2012-06-30 00:05:00,DROP,11.72,13.39
2012-06-30 00:20:00,10H,28.54,2.36
2012-06-30 04:20:00,Fill,32.67,0.18
2012-06-30 04:30:00,YP Drop,20.73,2.02
2012-06-30 07:25:00,45H,12.9,13.31
2012-06-30 08:20:00,18H,23.11,6.7
2012-06-30 08:25:00,32H,17.1,11.37
2012-06-30 09:30:00,BW,0,13.25
2012-06-30 13:50:00,DROP,12.6,13.41
2012-06-30 14:20:00,10H,30.9,2.02
2012-06-30 18:20:00,Fill,32.75,0.18
2012-06-30 18:28:00,YP Drop,19.59,1.15
2012-06-30 21:25:00,45H,12.08,13.36
2012-06-30 22:20:00,18H,22.94,6.65
2012-06-30 23:50:00,BW,0,13.13
2012-07-01 03:45:00,DROP,11.89,13.49
2012-07-01 04:20:00,10H,30.07,1.79
2012-07-01 08:05:00,Fill,33.12,0.16
2012-07-01 08:20:00,YP Drop,22.2,1.59
2012-07-01 11:20:00,45H,12.45,13.31
2012-07-01 12:20:00,18H,23.84,6.22
2012-07-01 12:50:00,BW,0,13.27
2012-07-01 17:44:00,DROP,11.63,13.4
